customer_key,customer_segment,primary_market,primary_country,first_order_date,last_order_date,order_frequency,total_lines,total_quantity,lifetime_revenue,lifetime_cost,lifetime_profit,lifetime_discount,lifetime_shipping,returned_orders,measured_orders,clv_historical_revenue,clv_historical_profit,avg_order_value,avg_order_profit,profit_margin_pct,days_since_last_purchase,tenure_days_observed,is_repeat_customer,return_rate_pct,avg_days_between_orders,cohort_month,r_score,f_score,m_score,rfm_cell,rfm_sum,fm_score,days_since_first_purchase,segment,segment_action,label_caveat
KATHERINE_MURRAY,Home Office,EU,United States,2011-05-19,2014-12-29,33,81,254,18519.15964,17068.0758,1451.0838400000002,3142.05036,2676.152,1,28,18519.15964,1451.0838400000002,561.1866557575759,43.97223757575758,7.835581463781799,2,1320,1,3.571428571428571,41.25,2011-05,5,3,4,534,12,3.5,1322,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.
KATHERINE_NOCKTON,Corporate,APAC,United States,2011-10-26,2014-12-12,32,59,209,19668.86634,15523.6738,4145.19254,2884.81366,1691.459,2,29,19668.86634,4145.19254,614.652073125,129.537266875,21.074893023041408,19,1143,1,6.896551724137931,36.87096774193548,2011-10,3,3,4,334,10,3.5,1162,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.
KATRINA_BAVINGER,Home Office,APAC,Brazil,2011-02-14,2014-12-12,31,68,247,14024.6405,13406.404,618.2365000000003,5333.509499999999,1389.944,2,28,14024.6405,618.2365000000003,452.4077580645161,19.943112903225817,4.408216381731855,19,1397,1,7.142857142857142,46.56666666666667,2011-02,3,3,3,333,9,3.0,1416,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.
KATRINA_EDELMAN,Corporate,APAC,United States,2011-04-03,2014-12-05,35,67,257,13551.13872,12264.591299999998,1286.54742,2291.341280000001,1715.913,1,31,13551.13872,1286.54742,387.175392,36.75849771428571,9.494017045971177,26,1342,1,3.225806451612903,39.47058823529412,2011-04,2,4,2,242,8,3.0,1368,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn."
KATRINA_WILLMAN,Consumer,EU,United States,2011-02-17,2014-12-05,27,58,193,15747.2556,12640.245,3107.0106,2522.2044,1590.459,0,23,15747.2556,3107.0106,583.2316888888889,115.07446666666664,19.730489419375395,26,1387,1,0.0,53.34615384615385,2011-02,2,1,3,213,6,2.0,1413,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn."
KEAN_NGUYEN,Corporate,APAC,United States,2011-01-03,2014-11-24,34,66,240,18061.9801,15804.7637,2257.2164,3209.1399,1826.735,2,26,18061.9801,2257.2164,531.2347088235294,66.38871764705881,12.497059500137528,37,1421,1,7.6923076923076925,43.06060606060606,2011-01,1,4,4,144,9,4.0,1458,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
KEAN_TAKAHITO,Consumer,LATAM,United States,2011-03-23,2014-11-18,39,82,312,17257.1602,16269.5668,987.5933999999996,3893.5698,1572.003,2,32,17257.1602,987.5933999999996,442.49128717948713,25.322907692307687,5.722803685857884,43,1336,1,6.25,35.1578947368421,2011-03,1,5,4,154,10,4.5,1379,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
KEAN_THORNTON,Consumer,US,United States,2011-03-10,2014-12-04,27,45,123,8360.392100000001,8978.3113,-617.9192,3934.4079,1028.599,2,20,8360.392100000001,-617.9192,309.64415185185186,-22.8858962962963,-7.391031336915406,27,1365,1,10.0,52.5,2011-03,2,1,1,211,4,1.0,1392,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn."
KEITH_DAWKINS,Corporate,US,United States,2011-06-14,2014-11-15,40,78,253,26451.2631,20965.0906,5486.1725,2126.6069,2656.459,0,36,26451.2631,5486.1725,661.2815775,137.1543125,20.74068251205743,46,1250,1,0.0,32.05128205128205,2011-06,1,5,5,155,11,5.0,1296,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
KEITH_HERRERA,Consumer,APAC,United States,2011-06-29,2014-12-16,33,79,281,16884.736,14687.902799999998,2196.8332,1935.5239999999997,1513.159,0,26,16884.736,2196.8332,511.6586666666667,66.57070303030304,13.010764278458367,15,1266,1,0.0,39.5625,2011-06,3,3,4,334,10,3.5,1281,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.
KELLY_ANDREADA,Consumer,APAC,United States,2011-03-11,2014-12-15,42,86,301,18879.78412,17478.386599999998,1401.3975200000004,3931.67588,1728.418,2,35,18879.78412,1401.3975200000004,449.5186695238096,33.36660761904763,7.422741229945803,16,1375,1,5.714285714285714,33.53658536585366,2011-03,3,5,4,354,12,4.5,1391,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.
KELLY_COLLISTER,Consumer,LATAM,United States,2011-06-15,2014-11-28,32,55,196,19403.02326,17044.9201,2358.10316,2474.73674,1640.027,0,25,19403.02326,2358.10316,606.344476875,73.69072374999999,12.153276983702382,33,1262,1,0.0,40.70967741935484,2011-06,2,3,4,234,9,3.5,1295,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn."
KELLY_LAMPKIN,Corporate,US,United States,2011-05-09,2014-12-16,33,86,279,14248.4477,13509.6993,738.7484000000001,4116.402300000001,1688.338,1,26,14248.4477,738.7484000000001,431.7711424242424,22.386315151515152,5.18476409188069,15,1317,1,3.8461538461538463,41.15625,2011-05,3,3,3,333,9,3.0,1332,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.
KELLY_WILLIAMS,Consumer,APAC,Australia,2011-02-08,2014-12-09,40,71,234,11833.7753,9462.629,2371.1463,1336.2547,1141.869,2,34,11833.7753,2371.1463,295.8443825,59.2786575,20.03710768447665,22,1400,1,5.88235294117647,35.8974358974359,2011-02,2,5,2,252,9,3.5,1422,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn."
KEN_BLACK,Corporate,US,United States,2011-04-04,2014-09-29,29,66,266,16602.5295,15251.506899999998,1351.0226,1847.1305,1967.428,5,27,16602.5295,1351.0226,572.5010172413794,46.58698620689656,8.137450380678438,93,1274,1,18.51851851851852,45.5,2011-04,1,2,4,124,7,3.0,1367,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
KEN_BRENNAN,Corporate,APAC,United States,2011-05-18,2014-12-30,36,56,178,11463.6947,10417.4496,1046.2451,1434.6953000000003,1234.749,1,25,11463.6947,1046.2451,318.43596388888886,29.062363888888893,9.126595983055967,1,1322,1,4.0,37.77142857142857,2011-05,5,4,1,541,10,2.5,1323,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
KEN_DANA,Corporate,LATAM,United States,2011-10-20,2014-10-17,27,56,224,12554.42362,10803.6981,1750.72552,2279.0363800000005,1428.348,2,24,12554.42362,1750.72552,464.9786525925927,64.84168592592593,13.94508878297672,75,1093,1,8.333333333333332,42.03846153846154,2011-10,1,1,2,112,4,1.5,1168,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
KEN_HEIDEL,Corporate,US,United States,2011-02-02,2014-12-23,32,57,204,9016.57056,7510.597400000001,1505.9731599999998,1694.68944,960.975,1,27,9016.57056,1505.9731599999998,281.76783,47.06166124999999,16.70228331247041,8,1420,1,3.7037037037037033,45.80645161290322,2011-02,4,3,1,431,8,2.0,1428,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
KEN_LONSDALE,Consumer,US,United States,2011-01-03,2014-12-31,33,82,269,24129.4045,23974.504,154.9004999999995,5053.6555,1603.672,1,28,24129.4045,154.9004999999995,731.1940757575758,4.693954545454531,0.6419574092680137,0,1458,1,3.571428571428571,45.5625,2011-01,5,3,5,535,13,4.0,1458,Champions,Protect. Highest value and most recently active. Give early access to new ranges and priority fulfilment; do NOT spend discount here - they already buy at the best margins.,Relative label: top recency and value quintiles within this 795-customer panel.
KHLOE_MILLER,Consumer,APAC,Germany,2011-01-06,2014-12-16,32,61,216,10973.8066,10125.9089,847.8976999999998,2542.5334000000003,1420.54,0,29,10973.8066,847.8976999999998,342.93145625,26.496803124999992,7.7265595331341075,15,1440,1,0.0,46.45161290322581,2011-01,3,3,1,331,7,2.0,1455,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
KIMBERLY_CARTER,Corporate,EU,Brazil,2011-09-07,2014-12-29,26,53,212,13923.12304,11778.1603,2144.96274,1502.8769599999998,2001.466,0,23,13923.12304,2144.96274,535.5047323076923,82.49856692307692,15.405758706848289,2,1209,1,0.0,48.36,2011-09,5,1,2,512,8,1.5,1211,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
KRISTEN_HASTINGS,Corporate,EU,United States,2011-03-21,2014-12-29,46,88,309,19854.4741,17483.8999,2370.5742,3528.6659,2030.532,3,39,19854.4741,2370.5742,431.619002173913,51.53422173913044,11.939748129616792,2,1379,1,7.6923076923076925,30.64444444444445,2011-03,5,5,4,554,14,4.5,1381,Champions,Protect. Highest value and most recently active. Give early access to new ranges and priority fulfilment; do NOT spend discount here - they already buy at the best margins.,Relative label: top recency and value quintiles within this 795-customer panel.
KRISTINA_NUNN,Home Office,US,United States,2011-03-02,2014-09-24,24,46,148,10715.636,9017.1275,1698.5085,1038.4339999999995,1020.64,3,19,10715.636,1698.5085,446.48483333333337,70.7711875,15.850748383017116,98,1302,1,15.789473684210526,56.60869565217392,2011-03,1,1,1,111,3,1.0,1400,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
KUNST_MILLER,Consumer,US,United States,2011-03-30,2014-12-03,26,69,251,16969.674,14210.4835,2759.1905,2964.226,2263.721,1,23,16969.674,2759.1905,652.6797692307692,106.12271153846152,16.25953745487391,28,1344,1,4.3478260869565215,53.76,2011-03,2,1,4,214,7,2.5,1372,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn."
LARRY_BLACKS,Consumer,LATAM,Mexico,2011-01-03,2014-12-22,36,63,221,14583.98922,12919.4973,1664.49192,2378.31078,1521.517,1,29,14583.98922,1664.49192,405.1108116666667,46.235886666666666,11.413145572799593,9,1449,1,3.4482758620689653,41.4,2011-01,4,4,3,443,11,3.5,1458,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.
LARRY_HUGHES,Consumer,LATAM,Mexico,2011-07-23,2014-12-19,27,50,179,8690.7402,8049.538300000002,641.2018999999996,2092.9198,1277.936,3,22,8690.7402,641.2018999999996,321.8792666666667,23.748218518518502,7.377989506578503,12,1245,1,13.636363636363637,47.88461538461539,2011-07,4,1,1,411,6,1.0,1257,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
LARRY_TRON,Consumer,LATAM,China,2011-01-23,2014-12-25,34,56,189,18619.11294,14405.46,4213.65294,763.0570599999999,1863.797,3,30,18619.11294,4213.65294,547.6209688235294,123.9309688235294,22.63079317247001,6,1432,1,10.0,43.39393939393939,2011-01,4,4,4,444,12,4.0,1438,Champions,Protect. Highest value and most recently active. Give early access to new ranges and priority fulfilment; do NOT spend discount here - they already buy at the best margins.,Relative label: top recency and value quintiles within this 795-customer panel.
LAURA_ARMSTRONG,Corporate,APAC,United States,2011-02-17,2014-12-30,46,86,323,27862.4419,23900.132100000003,3962.3098,4933.778099999999,3150.491,2,34,27862.4419,3962.3098,605.7052586956522,86.13716956521739,14.220971062841407,1,1412,1,5.88235294117647,31.377777777777776,2011-02,5,5,5,555,15,5.0,1413,Champions,Protect. Highest value and most recently active. Give early access to new ranges and priority fulfilment; do NOT spend discount here - they already buy at the best margins.,Relative label: top recency and value quintiles within this 795-customer panel.
LAUREL_BELTRAN,Home Office,APAC,United States,2011-02-14,2014-11-22,39,88,316,26385.98522,22082.747000000003,4303.238219999999,4035.45478,2654.931,1,31,26385.98522,4303.238219999999,676.5637235897435,110.33944153846151,16.308802510577618,39,1377,1,3.225806451612903,36.23684210526316,2011-02,1,5,5,155,11,5.0,1416,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
LAUREL_ELLISTON,Consumer,APAC,United States,2011-04-19,2014-12-17,30,61,199,11478.7737,9453.7451,2025.0286,2125.9763,1056.233,0,24,11478.7737,2025.0286,382.62579,67.50095333333334,17.64150642677101,14,1338,1,0.0,46.13793103448276,2011-04,3,2,1,321,6,1.5,1352,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
LAUREL_WORKMAN,Corporate,APAC,United States,2011-03-24,2014-12-09,31,63,181,10872.60924,9723.8043,1148.80494,2109.27076,1507.054,2,20,10872.60924,1148.80494,350.72933032258067,37.058223870967744,10.566046425853155,22,1356,1,10.0,45.2,2011-03,2,3,1,231,6,2.0,1378,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn."
LAUREN_LEATHERBURY,Consumer,EU,United States,2011-04-29,2014-12-05,35,66,220,14936.93606,14041.9962,894.9398599999998,2584.7439400000003,1657.85,1,26,14936.93606,894.9398599999998,426.7696017142857,25.56971028571428,5.991455385529714,26,1316,1,3.8461538461538463,38.70588235294117,2011-04,2,4,3,243,9,3.5,1342,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn."
LELA_DONOVAN,Corporate,LATAM,Germany,2011-05-12,2014-11-19,38,71,260,16184.63858,14697.8999,1486.73868,1882.06142,1626.764,1,30,16184.63858,1486.73868,425.9115415789474,39.124702105263154,9.186109857511566,42,1287,1,3.333333333333333,34.78378378378378,2011-05,1,5,3,153,9,4.0,1329,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
LENA_CACIOPPO,Consumer,US,United States,2011-02-26,2014-12-08,29,66,241,11080.34336,9903.5751,1176.76826,2303.03664,1293.208,1,21,11080.34336,1176.76826,382.0808055172414,40.578215862068966,10.620323051071948,23,1381,1,4.761904761904762,49.32142857142857,2011-02,2,2,1,221,5,1.5,1404,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn."
LENA_CREIGHTON,Consumer,US,United States,2011-01-24,2014-12-15,38,69,248,18886.9004,17714.3891,1172.5112999999997,6049.6596,2928.481,4,29,18886.9004,1172.5112999999997,497.02369473684206,30.85556052631578,6.208066306104943,16,1421,1,13.79310344827586,38.4054054054054,2011-01,3,5,4,354,12,4.5,1437,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.
LENA_HERNANDEZ,Consumer,APAC,United States,2011-05-13,2014-12-10,32,55,229,12939.16928,11941.7793,997.38998,2465.57072,1229.905,1,29,12939.16928,997.38998,404.34904,31.168436875,7.7082999566414205,21,1307,1,3.4482758620689653,42.16129032258065,2011-05,3,3,2,332,8,2.5,1328,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
LENA_RADFORD,Consumer,EU,United States,2011-03-25,2014-12-05,29,65,224,22902.74156,19531.0256,3371.7159599999995,3218.06844,1966.185,2,26,22902.74156,3371.7159599999995,789.7497089655174,116.26606758620689,14.721887993919273,26,1351,1,7.6923076923076925,48.25,2011-03,2,2,5,225,9,3.5,1377,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn."
LINDA_CAZAMIAS,Corporate,US,United States,2011-02-21,2014-11-20,35,67,211,16741.38396,14467.96,2273.42396,3032.98604,1650.951,1,26,16741.38396,2273.42396,478.325256,64.95497028571428,13.57966560848175,41,1368,1,3.8461538461538463,40.23529411764706,2011-02,1,4,4,144,9,4.0,1409,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
LINDA_SOUTHWORTH,Corporate,EMEA,United States,2011-04-26,2014-12-25,32,63,201,13146.15176,13214.0037,-67.85194000000031,4781.90824,1298.995,3,20,13146.15176,-67.85194000000031,410.8172425,-2.1203731250000097,-0.5161353773996011,6,1339,1,15.0,43.193548387096776,2011-04,4,3,2,432,9,2.5,1345,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
LINDSAY_CASTELL,Home Office,EU,United States,2011-04-26,2014-12-29,30,50,179,14299.4995,12878.7858,1420.7137000000002,3941.7405,1322.728,1,22,14299.4995,1420.7137000000002,476.64998333333335,47.35712333333334,9.935408578461088,2,1343,1,4.545454545454546,46.310344827586206,2011-04,5,2,3,523,10,2.5,1345,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
LINDSAY_SHAGIARI,Home Office,US,United States,2011-06-17,2014-12-11,27,59,192,9363.0997,7585.027300000001,1778.0723999999998,1220.2403,995.952,2,22,9363.0997,1778.0723999999998,346.7814703703704,65.85453333333332,18.9902111156629,20,1273,1,9.090909090909092,48.96153846153846,2011-06,3,1,1,311,5,1.0,1293,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
LINDSAY_WILLIAMS,Corporate,EMEA,United States,2011-01-03,2014-12-17,34,58,179,10981.6205,9494.6941,1486.9264,1989.3195,1572.406,0,23,10981.6205,1486.9264,322.98883823529417,43.73312941176471,13.54013644889659,14,1444,1,0.0,43.75757575757576,2011-01,3,4,1,341,8,2.5,1458,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
LISA_DECHERNEY,Consumer,APAC,Australia,2011-02-11,2014-11-18,33,58,181,11823.34064,10657.9026,1165.43804,2280.4793600000003,1192.166,0,27,11823.34064,1165.43804,358.2830496969697,35.316304242424245,9.857096022905418,43,1376,1,0.0,43.0,2011-02,1,3,2,132,6,2.5,1419,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
LISA_HAZARD,Consumer,LATAM,United States,2011-05-27,2014-11-20,21,43,182,9162.9978,7824.918900000001,1338.0789,1551.7822,1357.126,0,18,9162.9978,1338.0789,436.3332285714286,63.718042857142855,14.603069096011351,41,1273,1,0.0,63.65,2011-05,1,1,1,111,3,1.0,1314,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
LISA_RYAN,Corporate,LATAM,United States,2011-03-28,2014-11-16,35,78,243,18796.9522,16347.8139,2449.1383,2393.9378,1789.134,3,26,18796.9522,2449.1383,537.0557771428571,69.97537999999999,13.02944367757662,45,1329,1,11.538461538461538,39.088235294117645,2011-03,1,4,4,144,9,4.0,1374,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
LIZ_CARLISLE,Consumer,LATAM,United States,2011-02-01,2014-12-27,30,58,214,20127.52582,17279.916,2847.60982,2196.43418,1895.763,1,23,20127.52582,2847.60982,670.9175273333333,94.92032733333332,14.147838365560226,4,1425,1,4.3478260869565215,49.13793103448276,2011-02,5,2,5,525,12,3.5,1429,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.
LIZ_MACKENDRICK,Consumer,APAC,United States,2011-02-21,2014-12-24,22,50,205,15529.853,13661.702,1868.1510000000003,1095.3369999999998,1345.563,1,18,15529.853,1868.1510000000003,705.902409090909,84.91595454545455,12.029418436864797,7,1402,1,5.555555555555555,66.76190476190476,2011-02,4,1,3,413,8,2.0,1409,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
LIZ_PELLETIER,Consumer,LATAM,United States,2011-01-27,2014-11-21,31,54,197,9463.3275,9728.9047,-265.57719999999995,2466.8124999999995,988.732,1,24,9463.3275,-265.57719999999995,305.26862903225805,-8.567006451612901,-2.80638285000704,40,1394,1,4.166666666666666,46.46666666666667,2011-01,1,3,1,131,5,2.0,1434,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
LIZ_PREIS,Consumer,APAC,United States,2011-04-04,2014-12-31,30,71,239,16609.5116,14486.8136,2122.698,2332.2784,1968.924,1,26,16609.5116,2122.698,553.6503866666667,70.75659999999999,12.780014555033633,0,1367,1,3.8461538461538463,47.13793103448276,2011-04,5,2,4,524,11,3.0,1367,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.
LIZ_THOMPSON,Consumer,APAC,United States,2011-02-07,2014-11-27,32,74,288,21221.76716,18075.339000000004,3146.42816,2519.93284,2046.103,3,26,21221.76716,3146.42816,663.18022375,98.32588,14.8264191962796,34,1389,1,11.538461538461538,44.80645161290322,2011-02,2,3,5,235,10,4.0,1423,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn."
LIZ_WILLINGHAM,Consumer,EU,France,2011-04-07,2014-11-28,25,41,126,8046.61,6646.5688,1400.0412,827.8399999999999,728.0840000000001,1,16,8046.61,1400.0412,321.8644,56.001648,17.399143241688115,33,1331,1,6.25,55.458333333333336,2011-04,2,1,1,211,4,1.0,1364,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn."
LOGAN_CURRIE,Consumer,US,United States,2011-07-27,2014-12-18,36,71,257,16082.67376,14157.3868,1925.2869600000004,2950.43624,1665.82,3,30,16082.67376,1925.2869600000004,446.7409377777778,53.48019333333335,11.971187059632308,13,1240,1,10.0,35.42857142857143,2011-07,3,4,3,343,10,3.5,1253,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.
