customer_key,customer_name,customer_segment,customer_ids,n_customer_ids,first_order_date,last_order_date,markets,primary_country,n_orders,n_lines,revenue,profit,signup_date_observed
ERICA_SMITH,Erica Smith,Consumer,ES-14020|ES-4020,2,2011-05-19,2014-12-31,APAC|Africa|Canada|EMEA|EU|LATAM|US,China,39,67,14720.050940000001,3127.37644,2011-05-19
ERIC_BARRETO,Eric Barreto,Consumer,EB-13930|EB-3930,2,2011-02-03,2014-12-24,APAC|Africa|EMEA|EU|LATAM|US,Australia,27,48,11967.4679,2091.7421,2011-02-03
ERIC_HOFFMANN,Eric Hoffmann,Consumer,EH-13945|EH-3945,2,2011-04-21,2014-11-04,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,36,71,10351.42602,2250.05482,2011-04-21
ERIC_MURDOCK,Eric Murdock,Consumer,EM-13960|EM-3960,2,2011-01-11,2014-12-29,APAC|Africa|Canada|EMEA|EU|LATAM|US,Mexico,45,100,28084.40348,3306.01548,2011-01-11
ERIN_ASHBROOK,Erin Ashbrook,Corporate,EA-14035|EA-4035,2,2011-02-21,2014-09-29,APAC|EMEA|EU|LATAM|US,United States,34,72,11518.87572,868.0601199999999,2011-02-21
ERIN_CREIGHTON,Erin Creighton,Consumer,EC-14050|EC-4050,2,2011-04-11,2014-11-08,APAC|Africa|EMEA|EU|LATAM|US,Argentina,26,58,6731.551100000001,831.7726999999999,2011-04-11
ERIN_MULL,Erin Mull,Consumer,EM-14065|EM-4065,2,2011-07-22,2014-12-15,APAC|Africa|Canada|EMEA|EU|LATAM|US,Australia,26,62,15321.55558,3939.46018,2011-07-22
ERIN_SMITH,Erin Smith,Corporate,ES-14080|ES-4080,2,2011-02-02,2014-12-03,APAC|Africa|EMEA|EU|LATAM|US,United States,33,74,18161.5498,2175.2918999999997,2011-02-02
EUDOKIA_MARTIN,Eudokia Martin,Corporate,EM-14095|EM-4095,2,2011-04-29,2014-12-23,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,26,61,13723.2597,1764.7839,2011-04-29
EUGENE_BARCHAS,Eugene Barchas,Consumer,EB-14110|EB-4110,2,2011-03-14,2014-12-11,APAC|Africa|EMEA|EU|LATAM|US,United States,34,64,16083.2243,2893.6638999999996,2011-03-14
EUGENE_HILDEBRAND,Eugene Hildebrand,Home Office,EH-14125|EH-4125,2,2011-05-13,2014-12-09,APAC|Africa|EMEA|EU|LATAM|US,United States,44,86,22420.533620000002,1660.3308200000004,2011-05-13
EUGENE_MOREN,Eugene Moren,Home Office,EM-14140|EM-4140,2,2011-01-01,2014-12-07,APAC|Africa|EMEA|EU|LATAM|US,United States,36,94,23408.08226,3624.25176,2011-01-01
EVAN_BAILLIET,Evan Bailliet,Consumer,EB-14170|EB-4170,2,2011-04-20,2014-12-12,APAC|Africa|EMEA|EU|LATAM|US,United States,29,47,8004.0591,565.6232,2011-04-20
EVAN_HENRY,Evan Henry,Consumer,EH-14185|EH-4185,2,2011-02-02,2014-10-25,APAC|Africa|EMEA|EU|LATAM|US,United States,37,61,16378.28382,2281.51052,2011-02-02
EVAN_MINNOTTE,Evan Minnotte,Home Office,EM-14200|EM-4200,2,2011-05-04,2014-11-20,APAC|Africa|EMEA|EU|LATAM|US,Mexico,27,66,19673.67566,3647.45576,2011-05-04
EVA_JACOBS,Eva Jacobs,Consumer,EJ-14155|EJ-4155,2,2011-03-03,2014-12-09,APAC|Africa|EMEA|EU|LATAM|US,United States,28,49,14956.8346,2794.5690999999997,2011-03-03
FILIA_MCADAMS,Filia McAdams,Corporate,FM-14215|FM-4215,2,2011-01-25,2014-12-24,APAC|Africa|EMEA|EU|LATAM|US,United States,37,69,17289.0118,1394.0245999999997,2011-01-25
FRANK_ATKINSON,Frank Atkinson,Corporate,FA-14230|FA-4230,2,2011-05-25,2014-12-09,APAC|Africa|EMEA|EU|LATAM|US,United States,35,62,14349.6348,1496.1937,2011-05-25
FRANK_CARLISLE,Frank Carlisle,Home Office,FC-14245|FC-4245,2,2011-04-20,2014-11-19,APAC|Africa|EMEA|EU|LATAM|US,United States,29,51,12408.4468,2780.791,2011-04-20
FRANK_GASTINEAU,Frank Gastineau,Home Office,FG-14260|FG-4260,2,2011-05-21,2014-11-27,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,27,44,9704.7165,1034.1122,2011-05-21
FRANK_HAWLEY,Frank Hawley,Corporate,FH-14275|FH-4275,2,2011-03-02,2014-12-27,APAC|Africa|EMEA|EU|LATAM|US,United States,28,48,13682.63,3547.5756,2011-03-02
FRANK_MERWIN,Frank Merwin,Home Office,FM-14290|FM-4290,2,2011-08-26,2014-12-29,APAC|Africa|EMEA|EU|LATAM|US,United States,38,77,16385.02922,2601.29072,2011-08-26
FRANK_OLSEN,Frank Olsen,Consumer,FO-14305|FO-4305,2,2011-01-25,2014-12-09,APAC|Africa|EMEA|EU|LATAM|US,United States,47,85,17772.661500000002,3023.7503999999994,2011-01-25
FRANK_PREIS,Frank Preis,Consumer,FP-14320|FP-4320,2,2011-06-29,2014-12-08,APAC|Africa|EMEA|EU|LATAM|US,United States,34,55,10755.6322,937.1934999999996,2011-06-29
FRED_CHUNG,Fred Chung,Corporate,FC-14335|FC-4335,2,2011-03-15,2014-09-15,APAC|Africa|EMEA|EU|LATAM|US,United States,27,51,9321.68964,1496.6962399999998,2011-03-15
FRED_HARTON,Fred Harton,Consumer,FH-14350|FH-4350,2,2011-09-16,2014-12-30,APAC|Africa|EMEA|EU|LATAM|US,United States,23,42,10765.00982,2888.03482,2011-09-16
FRED_HOPKINS,Fred Hopkins,Corporate,FH-14365|FH-4365,2,2011-05-30,2014-12-30,APAC|Africa|EMEA|EU|LATAM|US,Mexico,39,82,30400.67452,4609.29112,2011-05-30
FRED_MCMATH,Fred McMath,Consumer,FM-14380|FM-4380,2,2011-02-25,2014-12-30,APAC|Africa|EMEA|EU|LATAM|US,United States,27,46,7441.9377,1015.5115000000002,2011-02-25
FRED_WASSERMAN,Fred Wasserman,Corporate,FW-14395|FW-4395,2,2011-04-25,2014-12-31,APAC|Africa|EMEA|EU|LATAM|US,Bangladesh,34,72,18193.559100000002,1683.7903999999999,2011-04-25
GARY_HANSEN,Gary Hansen,Home Office,GH-14410|GH-4410,2,2011-04-22,2014-12-11,APAC|Africa|EMEA|EU|LATAM|US,United States,45,76,15269.815980000001,613.8054799999999,2011-04-22
GARY_HWANG,Gary Hwang,Consumer,GH-14425|GH-4425,2,2011-01-25,2014-12-13,APAC|Africa|Canada|EMEA|EU|LATAM|US,France,41,102,24625.593,3908.1151,2011-01-25
GARY_MCGARR,Gary McGarr,Consumer,GM-14440|GM-4440,2,2011-03-21,2014-12-30,APAC|Africa|EMEA|EU|LATAM|US,United States,34,58,16517.67788,1665.01388,2011-03-21
GARY_MITCHUM,Gary Mitchum,Home Office,GM-14455|GM-4455,2,2011-04-11,2014-12-15,APAC|Africa|EMEA|EU|LATAM|US,United States,21,43,11012.079,2872.1064,2011-04-11
GARY_ZANDUSKY,Gary Zandusky,Consumer,GZ-14470|GZ-4470,2,2011-02-15,2014-12-24,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,43,78,24705.325,3742.4388999999996,2011-02-15
GENE_HALE,Gene Hale,Corporate,GH-14485|GH-4485,2,2011-02-01,2014-11-10,APAC|Africa|Canada|EU|LATAM|US,France,25,50,15487.2962,2295.9524,2011-02-01
GENE_MCCLURE,Gene McClure,Consumer,GM-14500|GM-4500,2,2011-07-23,2014-09-18,APAC|Africa|EMEA|EU|LATAM|US,United States,28,47,11002.555620000001,1553.2521199999999,2011-07-23
GEORGE_ASHBROOK,George Ashbrook,Consumer,GA-14515|GA-4515,2,2011-05-02,2014-12-09,APAC|Africa|EMEA|EU|LATAM|US,United States,31,58,13807.061319999999,792.3443199999998,2011-05-02
GEORGE_BELL,George Bell,Corporate,GB-14530|GB-4530,2,2011-02-07,2014-11-28,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,30,56,12183.653,656.2901000000002,2011-02-07
GEORGE_ZREBASSA,George Zrebassa,Corporate,GZ-14545|GZ-4545,2,2011-06-29,2014-12-01,APAC|Africa|Canada|EMEA|EU|LATAM|US,Mexico,30,52,15292.1188,4105.5978000000005,2011-06-29
GEORGIA_ROSENBERG,Georgia Rosenberg,Corporate,GR-14560|GR-4560,2,2011-03-08,2014-11-12,APAC|Africa|EMEA|EU|LATAM|US,Mexico,30,62,13850.58654,496.27974000000006,2011-03-08
GIULIETTA_BAPTIST,Giulietta Baptist,Consumer,GB-14575|GB-4575,2,2011-12-08,2014-12-18,APAC|Africa|EMEA|EU|LATAM|US,United States,30,66,12570.90438,1633.26568,2011-12-08
GIULIETTA_DORTCH,Giulietta Dortch,Corporate,GD-14590|GD-4590,2,2011-02-02,2014-12-26,APAC|Africa|EMEA|EU|LATAM|US,Australia,33,56,18705.692600000002,1888.1498999999997,2011-02-02
GIULIETTA_WEIMER,Giulietta Weimer,Consumer,GW-14605|GW-4605,2,2011-03-01,2014-12-17,APAC|Africa|EMEA|EU|LATAM|US,United States,33,57,18070.2805,1199.0592,2011-03-01
GRACE_KELLY,Grace Kelly,Corporate,GK-14620|GK-4620,2,2011-01-06,2014-12-19,APAC|Africa|EMEA|EU|LATAM|US,United States,28,65,19980.3709,3495.2934,2011-01-06
GRANT_THORNTON,Grant Thornton,Corporate,GT-14635|GT-4635,2,2011-01-04,2014-12-22,APAC|Africa|EMEA|EU|LATAM|US,United Kingdom,27,48,20225.35784,-3577.923059999999,2011-01-04
GREG_GUTHRIE,Greg Guthrie,Corporate,GG-14650|GG-4650,2,2011-01-10,2014-11-28,APAC|Africa|EMEA|EU|LATAM|US,United States,33,75,13903.38476,1523.5232599999997,2011-01-10
GREG_HANSEN,Greg Hansen,Consumer,GH-14665|GH-4665,2,2011-01-24,2014-12-30,APAC|Africa|Canada|EMEA|EU|LATAM|US,United Arab Emirates,38,65,13998.520620000001,1584.6696200000001,2011-01-24
GREG_MATTHIAS,Greg Matthias,Consumer,GM-14680|GM-4680,2,2011-01-13,2014-12-30,APAC|Africa|EMEA|EU|LATAM|US,Australia,37,74,13601.01144,-1337.9200600000001,2011-01-13
GREG_MAXWELL,Greg Maxwell,Corporate,GM-14695|GM-4695,2,2011-04-05,2014-11-14,APAC|Africa|EMEA|EU|LATAM|US,United States,26,64,15356.444,-11.358499999999323,2011-04-05
GREG_TRAN,Greg Tran,Consumer,GT-14710|GT-4710,2,2011-03-08,2014-12-23,APAC|Africa|EMEA|EU|LATAM|US,United States,34,87,35550.95428,5214.131179999999,2011-03-08
GUY_ARMSTRONG,Guy Armstrong,Consumer,GA-14725|GA-4725,2,2011-02-12,2014-12-29,APAC|EMEA|EU|LATAM|US,United States,28,64,10278.3415,771.9773999999999,2011-02-12
GUY_PHONELY,Guy Phonely,Corporate,GP-14740|GP-4740,2,2011-04-06,2014-12-30,APAC|Africa|EMEA|EU|LATAM|US,France,33,74,15403.832,1250.1096,2011-04-06
GUY_THORNTON,Guy Thornton,Consumer,GT-14755|GT-4755,2,2011-03-30,2014-12-31,APAC|Africa|Canada|EMEA|EU|LATAM|US,India,31,62,9059.28452,784.17932,2011-03-30
HALLIE_REDMOND,Hallie Redmond,Home Office,HR-14770|HR-4770,2,2011-02-09,2014-12-18,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,26,61,15677.251,1705.2724,2011-02-09
HAROLD_DAHLEN,Harold Dahlen,Home Office,HD-14785|HD-4785,2,2011-05-11,2014-11-19,APAC|Africa|EMEA|EU|LATAM|US,Panama,36,81,20074.748199999998,2631.1922000000004,2011-05-11
HAROLD_ENGLE,Harold Engle,Corporate,HE-14800|HE-4800,2,2011-01-30,2014-12-25,APAC|Africa|EMEA|EU|LATAM|US,Brazil,35,71,10993.81722,1710.43802,2011-01-30
HAROLD_PAWLAN,Harold Pawlan,Home Office,HP-14815|HP-4815,2,2011-03-25,2014-12-01,APAC|Africa|EMEA|EU|LATAM|US,United States,29,45,8518.1215,880.2211999999998,2011-03-25
HAROLD_RYAN,Harold Ryan,Corporate,HR-14830|HR-4830,2,2011-09-15,2014-11-10,APAC|Africa|EMEA|EU|LATAM|US,United States,24,44,10029.09236,1456.03576,2011-09-15
HARRY_GREENE,Harry Greene,Consumer,HG-14845|HG-4845,2,2011-04-29,2014-12-19,APAC|Africa|EMEA|EU|LATAM|US,Australia,39,101,24216.45252,-291.4922799999998,2011-04-29
HARRY_MARIE,Harry Marie,Corporate,HM-14860|HM-4860,2,2011-01-07,2014-12-30,APAC|Africa|EMEA|EU|LATAM|US,United States,41,85,28476.937599999997,6958.2864,2011-01-07
HEATHER_JAS,Heather Jas,Home Office,HJ-14875|HJ-4875,2,2011-04-29,2014-12-26,APAC|Africa|EMEA|EU|LATAM|US,France,38,68,15434.0162,2618.261,2011-04-29
HEATHER_KIRKLAND,Heather Kirkland,Corporate,HK-14890|HK-4890,2,2011-01-26,2014-11-18,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,33,60,15543.4091,2494.9302000000002,2011-01-26
HELEN_ABELMAN,Helen Abelman,Consumer,HA-14905|HA-4905,2,2011-06-30,2014-12-18,APAC|Africa|EMEA|EU|LATAM|US,United States,28,62,16933.41844,-761.6941599999998,2011-06-30
HELEN_ANDREADA,Helen Andreada,Consumer,HA-14920|HA-4920,2,2011-02-14,2014-12-11,APAC|Canada|EMEA|EU|LATAM|US,United States,31,63,10411.0721,1561.1585999999998,2011-02-14
HELEN_WASSERMAN,Helen Wasserman,Corporate,HW-14935|HW-4935,2,2011-09-23,2014-11-27,APAC|Africa|EMEA|EU|LATAM|US,United States,35,66,18374.026,2555.1131,2011-09-23
HENIA_ZYDLO,Henia Zydlo,Consumer,HZ-14950|HZ-4950,2,2011-01-08,2014-11-26,APAC|Africa|EMEA|EU|LATAM|US,France,28,57,12486.8208,741.4828999999997,2011-01-08
HENRY_GOLDWYN,Henry Goldwyn,Corporate,HG-14965|HG-4965,2,2011-09-20,2014-12-08,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,39,71,17165.2746,-1597.5109000000004,2011-09-20
HENRY_MACALLISTER,Henry MacAllister,Consumer,HM-14980|HM-4980,2,2011-08-15,2014-12-06,APAC|Africa|EMEA|EU|LATAM|US,China,34,64,17128.0896,2673.3390999999997,2011-08-15
HERBERT_FLENTYE,Herbert Flentye,Consumer,HF-14995|HF-4995,2,2011-01-28,2014-12-17,APAC|Africa|EMEA|EU|LATAM|US,United States,36,77,11812.8429,-653.1278999999997,2011-01-28
HILARY_HOLDEN,Hilary Holden,Corporate,HH-15010|HH-5010,2,2011-07-07,2014-11-07,APAC|Africa|EMEA|EU|LATAM|US,United Kingdom,27,57,15229.30782,2432.32402,2011-07-07
HUNTER_GLANTZ,Hunter Glantz,Consumer,HG-15025|HG-5025,2,2011-01-26,2014-12-25,APAC|Africa|EMEA|EU|LATAM|US,United States,36,67,16214.418599999999,1532.9159,2011-01-26
HUNTER_LOPEZ,Hunter Lopez,Consumer,HL-15040|HL-5040,2,2011-01-21,2014-12-01,APAC|Africa|EMEA|EU|LATAM|US,United States,24,53,30243.56658,7816.567779999999,2011-01-21
IONIA_MCGRATH,Ionia McGrath,Consumer,IM-15055|IM-5055,2,2011-01-24,2014-12-16,APAC|Africa|EMEA|EU|LATAM|US,France,22,39,9479.78976,2447.97986,2011-01-24
IRENE_MADDOX,Irene Maddox,Consumer,IM-15070|IM-5070,2,2011-01-20,2014-11-21,APAC|Africa|EMEA|EU|LATAM|US,United States,34,82,19918.167120000002,-680.3041799999999,2011-01-20
IVAN_GIBSON,Ivan Gibson,Consumer,IG-15085|IG-5085,2,2011-04-25,2014-12-30,APAC|Africa|EMEA|EU|LATAM|US,Australia,37,77,16149.37398,1911.16818,2011-04-25
IVAN_LISTON,Ivan Liston,Consumer,IL-15100|IL-5100,2,2011-06-09,2014-09-06,APAC|Africa|EMEA|EU|LATAM|US,United States,32,64,12855.501760000001,1181.0727599999998,2011-06-09
JACK_GARZA,Jack Garza,Consumer,JG-15115|JG-5115,2,2011-01-03,2014-12-26,APAC|Africa|EMEA|EU|LATAM|US,Mexico,28,62,15709.50388,-922.2610199999998,2011-01-03
JACK_LEBRON,Jack Lebron,Consumer,JL-15130|JL-5130,2,2011-03-21,2014-12-23,APAC|Africa|Canada|EMEA|EU|LATAM|US,France,40,83,18673.89914,1040.1775400000006,2011-03-21
JACK_O_BRIANT,Jack O'Briant,Corporate,JO-15145|JO-5145,2,2011-01-07,2014-12-26,APAC|Africa|EMEA|EU|LATAM|US,United States,29,51,13345.69,3045.2555,2011-01-07
JAMES_GALANG,James Galang,Consumer,JG-15160|JG-5160,2,2011-05-30,2014-12-30,APAC|Africa|EMEA|EU|LATAM|US,United States,40,83,21551.525999999998,4549.1004,2011-05-30
JAMES_LANIER,James Lanier,Home Office,JL-15175|JL-5175,2,2011-01-13,2014-12-25,APAC|Africa|EMEA|EU|LATAM|US,United States,32,53,14852.962459999999,1701.1711599999999,2011-01-13
JAMIE_FRAZER,Jamie Frazer,Consumer,JF-15190|JF-5190,2,2011-03-26,2014-12-25,APAC|Africa|EMEA|EU|LATAM|US,United States,36,74,20574.875500000002,1722.6054000000006,2011-03-26
JAMIE_KUNITZ,Jamie Kunitz,Consumer,JK-15205|JK-5205,2,2011-06-06,2014-10-31,APAC|Africa|EMEA|EU|LATAM|US,United States,29,50,12534.601200000001,2763.7821999999996,2011-06-06
JANET_LEE,Janet Lee,Consumer,JL-15235|JL-5235,2,2011-03-09,2014-12-30,APAC|Canada|EMEA|EU|LATAM|US,United States,28,69,20477.10164,4730.68904,2011-03-09
JANET_MARTIN,Janet Martin,Consumer,JM-15250|JM-5250,2,2011-01-24,2014-12-25,APAC|Africa|EMEA|EU|LATAM|US,United States,29,67,18018.66282,1664.6543199999994,2011-01-24
JANET_MOLINARI,Janet Molinari,Corporate,JM-15265|JM-5265,2,2011-03-18,2014-11-24,APAC|Africa|Canada|EU|LATAM|US,Australia,33,77,16168.4657,2780.094,2011-03-18
JANE_WACO,Jane Waco,Corporate,JW-15220|JW-5220,2,2011-05-16,2014-12-19,APAC|Africa|EMEA|EU|LATAM|US,United States,40,75,30288.4503,6265.8457,2011-05-16
JASON_FORTUNE,Jason Fortune-,Consumer,JF-15295|JF-5295,2,2011-03-14,2014-11-05,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,32,73,22816.1923,2692.5272999999997,2011-03-14
JASON_GROSS,Jason Gross,Corporate,JG-15310|JG-5310,2,2011-06-25,2014-12-29,APAC|EMEA|EU|LATAM|US,United States,29,55,13570.6979,2254.6355000000003,2011-06-25
JASON_KLAMCZYNSKI,Jason Klamczynski,Corporate,JK-15325|JK-5325,2,2011-01-22,2014-10-15,APAC|Africa|EU|LATAM|US,China,31,62,17204.23132,2022.38702,2011-01-22
JASPER_CACIOPPO,Jasper Cacioppo,Consumer,JC-15340|JC-5340,2,2011-01-04,2014-11-27,APAC|Africa|EMEA|EU|LATAM|US,Pakistan,35,73,18442.3896,337.7910000000005,2011-01-04
JAS_O_CARROLL,Jas O'Carroll,Consumer,JO-15280|JO-5280,2,2011-01-03,2014-12-17,APAC|EMEA|EU|LATAM|US,United States,25,44,8818.4151,1905.7893000000001,2011-01-03
JAY_FEIN,Jay Fein,Consumer,JF-15355|JF-5355,2,2011-01-26,2014-12-18,APAC|Africa|EMEA|EU|LATAM|US,United States,31,64,10819.33,-1874.6749999999997,2011-01-26
JAY_KIMMEL,Jay Kimmel,Consumer,JK-15370|JK-5370,2,2011-04-11,2014-12-30,APAC|Africa|EMEA|EU|LATAM|US,United States,33,67,13400.966040000001,1550.0478399999995,2011-04-11
JENNA_CAFFEY,Jenna Caffey,Consumer,JC-15385|JC-5385,2,2011-10-29,2014-12-23,APAC|Africa|EMEA|EU|LATAM|US,Dominican Republic,34,75,16162.005920000001,1304.5623199999998,2011-10-29
JENNIFER_BRAXTON,Jennifer Braxton,Corporate,JB-15400|JB-5400,2,2011-04-01,2014-12-24,APAC|Africa|EMEA|EU|LATAM|US,United States,41,73,15257.5339,2451.8621,2011-04-01
JENNIFER_FERGUSON,Jennifer Ferguson,Consumer,JF-15415|JF-5415,2,2011-06-09,2014-12-29,APAC|Africa|EMEA|EU|LATAM|US,United States,34,66,22944.48588,2666.8454800000004,2011-06-09
JENNIFER_HALLADAY,Jennifer Halladay,Consumer,JH-15430|JH-5430,2,2011-01-05,2014-12-26,APAC|Africa|Canada|EMEA|EU|LATAM|US,El Salvador,40,78,12689.6723,1590.6942000000001,2011-01-05
JENNIFER_JACKSON,Jennifer Jackson,Consumer,JJ-15445|JJ-5445,2,2011-05-18,2014-12-12,APAC|Africa|EMEA|EU|LATAM|US,United States,25,41,12187.0514,1022.6991999999999,2011-05-18
JENNIFER_PATT,Jennifer Patt,Corporate,JP-15460|JP-5460,2,2011-02-10,2014-11-25,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,36,78,14210.38782,2079.42932,2011-02-10
JEREMY_ELLISON,Jeremy Ellison,Consumer,JE-15475|JE-5475,2,2011-02-15,2014-12-04,APAC|Africa|EMEA|EU|LATAM|US,United States,30,43,6819.254,1318.1716999999999,2011-02-15
JEREMY_FARRY,Jeremy Farry,Consumer,JF-15490|JF-5490,2,2011-03-01,2014-12-27,APAC|Africa|EMEA|EU|LATAM|US,United States,37,57,10721.91786,1200.1025599999998,2011-03-01
JEREMY_LONSDALE,Jeremy Lonsdale,Consumer,JL-15505|JL-5505,2,2011-06-19,2014-12-01,APAC|Africa|EMEA|EU|LATAM|US,United States,25,48,11361.035,1186.2773,2011-06-19
JEREMY_PISTEK,Jeremy Pistek,Consumer,JP-15520|JP-5520,2,2011-08-12,2014-12-23,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,30,74,18656.57396,3170.1601599999995,2011-08-12
JESSICA_MYRICK,Jessica Myrick,Consumer,JM-15535|JM-5535,2,2011-04-25,2014-12-17,APAC|Africa|EMEA|EU|LATAM|US,India,25,51,7790.2300000000005,1358.9264999999998,2011-04-25
JESUS_OCAMPO,Jesus Ocampo,Home Office,JO-15550|JO-5550,2,2011-08-09,2014-12-19,APAC|Africa|EMEA|EU|LATAM|US,United States,28,53,8206.674,582.7569,2011-08-09
JILL_FJELD,Jill Fjeld,Consumer,JF-15565|JF-5565,2,2011-06-16,2014-12-30,APAC|Africa|EMEA|EU|LATAM|US,United States,35,78,23620.84866,4877.68546,2011-06-16
JILL_MATTHIAS,Jill Matthias,Consumer,JM-15580|JM-5580,2,2011-01-24,2014-12-31,APAC|Africa|EMEA|EU|LATAM|US,Brazil,29,58,14176.18,1716.7323999999999,2011-01-24
JILL_STEVENSON,Jill Stevenson,Corporate,JS-15595|JS-5595,2,2011-03-03,2014-12-26,APAC|Africa|Canada|EMEA|EU|LATAM|US,Turkey,24,49,10141.3295,-161.19349999999997,2011-03-03
JIM_EPP,Jim Epp,Corporate,JE-15610|JE-5610,2,2011-10-06,2014-11-19,APAC|Africa|EMEA|EU|LATAM|US,United States,32,64,13949.5474,1371.9133,2011-10-06
JIM_KARLSSON,Jim Karlsson,Consumer,JK-15625|JK-5625,2,2011-03-21,2014-12-30,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,35,69,17119.1711,3976.3415999999997,2011-03-21
JIM_KRIZ,Jim Kriz,Home Office,JK-15640|JK-5640,2,2011-09-19,2014-12-31,APAC|Africa|EMEA|EU|LATAM|US,United States,30,43,13065.879500000001,2754.2758,2011-09-19
JIM_MITCHUM,Jim Mitchum,Corporate,JM-15655|JM-5655,2,2011-02-24,2014-12-23,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,42,84,19897.39706,1798.53406,2011-02-24
JIM_RADFORD,Jim Radford,Consumer,JR-15670|JR-5670,2,2011-02-18,2014-12-19,APAC|Africa|EMEA|EU|LATAM|US,China,26,48,15923.1256,-760.4169000000002,2011-02-18
JIM_SINK,Jim Sink,Corporate,JS-15685|JS-5685,2,2011-06-07,2014-11-21,APAC|Africa|EMEA|EU|LATAM|US,United States,31,69,16282.5795,2350.4863,2011-06-07
JOCASTA_RUPERT,Jocasta Rupert,Consumer,JR-15700|JR-5700,2,2011-01-10,2014-12-24,APAC|Africa|EMEA|EU|LATAM|US,India,24,36,11241.48276,932.5277599999998,2011-01-10
JOEL_EATON,Joel Eaton,Consumer,JE-15745|JE-5745,2,2011-06-22,2014-11-29,APAC|Africa|EMEA|EU|LATAM|US,United States,42,87,21904.62896,1528.78066,2011-06-22
JOEL_JENKINS,Joel Jenkins,Home Office,JJ-15760|JJ-5760,2,2011-08-24,2014-12-29,APAC|Africa|EMEA|EU|LATAM|US,France,34,83,19993.76708,1848.9862799999999,2011-08-24
JOE_ELIJAH,Joe Elijah,Consumer,JE-15715|JE-5715,2,2011-01-08,2014-12-22,APAC|Africa|EMEA|EU|LATAM|US,United States,43,82,22455.5689,3620.8884999999996,2011-01-08
JOE_KAMBEROVA,Joe Kamberova,Consumer,JK-15730|JK-5730,2,2011-03-08,2014-11-13,APAC|Africa|EMEA|EU|LATAM|US,United States,40,91,26688.762,4373.5003,2011-03-08
JOHN_CASTELL,John Castell,Consumer,JC-15775|JC-5775,2,2011-09-14,2014-12-30,APAC|Africa|EMEA|EU|LATAM|US,United States,30,53,12295.27204,1858.38624,2011-09-14
JOHN_DRYER,John Dryer,Consumer,JD-15790|JD-5790,2,2011-06-03,2014-12-16,APAC|Africa|EMEA|EU|LATAM|US,United States,29,48,11590.82176,-1198.71274,2011-06-03
JOHN_GRADY,John Grady,Corporate,JG-15805|JG-5805,2,2011-04-05,2014-12-31,APAC|Africa|EMEA|EU|LATAM|US,Germany,40,95,22223.766200000002,3280.7800999999995,2011-04-05
JOHN_HUSTON,John Huston,Consumer,JH-15820|JH-5820,2,2011-02-10,2014-12-18,APAC|Africa|EMEA|EU|LATAM|US,Australia,38,83,25945.731499999998,5395.8237,2011-02-10
JOHN_LEE,John Lee,Consumer,JL-15835|JL-5835,2,2011-03-04,2014-12-10,APAC|Africa|EMEA|EU|LATAM|US,United States,37,72,25982.318,2393.0019999999995,2011-03-04
JOHN_LUCAS,John Lucas,Consumer,JL-15850|JL-5850,2,2011-02-21,2014-11-17,APAC|Africa|EMEA|EU|LATAM|US,United States,26,50,10501.278,354.2466000000002,2011-02-21
JOHN_MURRAY,John Murray,Consumer,JM-15865|JM-5865,2,2011-10-07,2014-10-24,APAC|Africa|Canada|EMEA|EU|LATAM|US,France,35,79,22386.214500000002,2318.1149000000005,2011-10-07
JOHN_STEVENSON,John Stevenson,Consumer,JS-15880|JS-5880,2,2011-04-08,2014-12-20,APAC|Africa|EMEA|EU|LATAM|US,United States,26,42,12189.097099999999,491.39690000000076,2011-04-08
JONATHAN_DOHERTY,Jonathan Doherty,Corporate,JD-15895|JD-5895,2,2011-03-26,2014-12-29,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,38,86,19481.75822,1726.79102,2011-03-26
JONATHAN_HOWELL,Jonathan Howell,Consumer,JH-15910|JH-5910,2,2011-04-08,2014-11-21,APAC|Africa|Canada|EMEA|EU|LATAM|US,Mexico,40,81,16546.7117,705.0601999999999,2011-04-08
JONI_BLUMSTEIN,Joni Blumstein,Consumer,JB-15925|JB-5925,2,2011-09-16,2014-12-22,APAC|Africa|EMEA|EU|LATAM|US,China,27,59,13337.37896,1130.50616,2011-09-16
JONI_SUNDARESAM,Joni Sundaresam,Home Office,JS-15940|JS-5940,2,2011-01-24,2014-12-26,APAC|Africa|Canada|EMEA|EU|LATAM|US,Turkey,28,53,6802.106,11.973400000000126,2011-01-24
JONI_WASSERMAN,Joni Wasserman,Consumer,JW-15955|JW-5955,2,2011-06-14,2014-12-26,APAC|Africa|EMEA|EU|LATAM|US,United States,32,60,10948.6287,657.1068,2011-06-14
